City,Magnitude,MMI,CDI,Latitude,Longitude,Time,Year,Month,Day
"3km SW of Santa Ana, CA",4.12,,,33.7223333,-117.9096667,05:21:45,1933,03,11
"2km ENE of Westminster, CA",5.02,,,33.7666667,-117.985,05:18:47,1933,03,11
"3km NE of Newport Beach, CA",4.37,,,33.6376667,-117.9126667,05:13:24,1933,03,11
"2 km ENE of Seal Beach, California",4.7,,,33.75,-118.083,05:13:00,1933,03,11
"1km WSW of Westminster, CA",4.9,,,33.7556667,-118.0201667,05:11:02,1933,03,11
"2km ENE of Seal Beach, CA",4.7,,,33.75,-118.0833333,04:40:00,1933,03,11
"2km ENE of Seal Beach, CA",4.9,,,33.75,-118.0833333,04:39:00,1933,03,11
"4km SW of Westminster, CA",4.43,,,33.7348333,-118.0416667,04:37:31,1933,03,11
"2 km ENE of Seal Beach, California",4.6,,,33.75,-118.083,04:36:00,1933,03,11
"5km SE of Seal Beach, CA",4.75,,,33.7046667,-118.0685,03:24:01,1933,03,11
"2km ENE of Seal Beach, CA",4.03,,,33.75,-118.08333,03:11:00,1933,03,11
"3km ENE of Fountain Valley, CA",4.0,,,33.7153333,-117.9236667,03:10:21,1933,03,11
"0km S of Foothill Ranch, CA",4.17,,,33.6831667,-117.6606667,03:05:57,1933,03,11
"7km SSW of Signal Hill, CA",4.43,,,33.7516667,-118.2006667,03:00:23,1933,03,11
"2 km ENE of Seal Beach, California",4.6,,,33.75,-118.083,02:59:00,1933,03,11
"1km WSW of Seal Beach, CA",4.2,,,33.7365,-118.1143333,02:58:17,1933,03,11
"7km WSW of Newport Beach, CA",4.4,,,33.6,-118.0,02:31:00,1933,03,11
"2km ENE of Seal Beach, CA",4.7,,,33.75,-118.08333,02:29:59,1933,03,11
"4km SE of Westminster, CA",4.47,,,33.7333333,-117.9831667,02:28:13,1933,03,11
"2 km ENE of Seal Beach, California",4.6,,,33.75,-118.083,02:27:00,1933,03,11
"2km SW of Santa Ana, CA",4.62,,,33.7278333,-117.892,02:17:23,1933,03,11
"2km ENE of Seal Beach, CA",4.5,,,33.75,-118.0833333,02:16:00,1933,03,11
"2km ENE of Seal Beach, CA",4.4,,,33.75,-118.0833333,02:11:00,1933,03,11
"2km SE of Los Alamitos, CA",4.4,,,33.7943333,-118.0591667,02:09:57,1933,03,11
"4km WNW of Newport Beach, CA",4.54,,,33.63,-117.97,02:09:00,1933,03,11
"4km WNW of Newport Beach, CA",4.68,,,33.63,-117.97,02:04:00,1933,03,11
"Long Beach, California Earthquake",6.4,7.829,8.2,33.6308333,-117.9995,01:54:09,1933,03,11
"2km W of Fountain Valley, CA",4.34,,,33.712,-117.9806667,23:54:37,1933,03,12
"2 km ENE of Seal Beach, California",4.5,,,33.75,-118.083,23:54:00,1933,03,12
"3km SE of Huntington Beach, CA",4.0,,,33.6778333,-117.9746667,23:24:39,1933,03,12
"28 km ESE of Gabbs, Nevada",5.0,,,38.8,-117.6,20:44:20,1933,03,12
"6km S of Signal Hill, CA",4.07,,,33.752,-118.1781667,19:30:29,1933,03,12
"9km WSW of Laguna Beach, CA",4.09,,,33.505,-117.8673333,17:38:25,1933,03,12
"2 km ENE of Seal Beach, California",4.5,,,33.75,-118.083,17:38:00,1933,03,12
"3km ENE of Long Beach, CA",4.09,,,33.8141667,-118.1285,06:16:56,1933,03,12
"2 km ENE of Seal Beach, California",4.6,,,33.75,-118.083,06:16:00,1933,03,12
"2km NNW of Huntington Beach, CA",4.18,,,33.7116667,-118.0058333,00:28:04,1933,03,12
"6km SSW of Signal Hill, CA",4.07,,,33.7503333,-118.1856667,19:30:29,1933,03,13
"2km SSE of Westminster, CA",4.78,,,33.7408333,-118.0011667,13:18:14,1933,03,13
"2km NNW of Signal Hill, CA",4.44,,,33.817,-118.1758333,04:33:26,1933,03,13
"2 km ENE of Seal Beach, California",4.7,,,33.75,-118.083,04:32:00,1933,03,13
"2km WSW of Huntington Beach, CA",4.76,,,33.6875,-118.0185,19:02:36,1933,03,14
"5km SE of Seal Beach, CA",4.4,,,33.7055,-118.0695,12:19:48,1933,03,14
"2 km ENE of Seal Beach, California",4.5,,,33.75,-118.083,12:19:00,1933,03,14
"6km SSE of Seal Beach, CA",4.06,,,33.6883333,-118.0858333,00:36:54,1933,03,14
"2km N of Huntington Beach, CA",4.66,,,33.7138333,-118.0016667,11:13:19,1933,03,15
"4km SW of Signal Hill, CA",4.11,,,33.7826667,-118.1985,05:41:03,1933,03,15
"2km ENE of Seal Beach, CA",4.1,,,33.75,-118.0833333,15:30:00,1933,03,16
"6km W of Laguna Beach, CA",4.21,,,33.535,-117.844,15:28:59,1933,03,16
"15km WSW of Laguna Beach, CA",4.15,,,33.474,-117.917,20:52:00,1933,03,18
"3km SW of Lakewood, CA",4.04,,,33.837,-118.16,03:26:00,1933,03,21
"22km NE of Avalon, CA",4.06,,,33.496,-118.17,08:40:00,1933,03,23
"7km SW of Dana Point, CA",4.12,,,33.422,-117.754,13:46:00,1933,03,25
"5km NW of Signal Hill, CA",4.25,,,33.84,-118.208,12:25:00,1933,03,30
"13km SW of Newport Beach, CA",4.21,,,33.552,-118.041,06:42:00,1933,04,01
"37 km N of Dyer, Nevada",4.5,,,38.0,-118.0,00:17:56,1933,04,07
"20km ENE of Avalon, CA",4.19,,,33.433,-118.145,14:59:59,1933,04,29
"21 km ENE of Mina, Nevada",5.1,,,38.5,-117.9,09:46:25,1933,05,09
"1 km ENE of Union City, California",4.5,,,37.6,-122.0,11:45:26,1933,05,16
"231km SW of Cambria, CA",4.47,,,34.2066667,-122.999,07:49:36,1933,05,16
"148km SSW of San Nicolas Is., CA",4.37,,,32.018,-120.1406667,21:54:27,1933,05,18
"15km SSW of Progreso, B.C., MX",4.27,,,32.451,-115.6191667,16:26:36,1933,05,19
"12 km NNW of Mina, Nevada",5.2,,,38.5,-118.16,14:08:22,1933,06,04
"37 km ESE of Gabbs, Nevada",5.2,,,38.8,-117.5,08:34:31,1933,06,11
"15km ESE of Mammoth Lakes, CA",4.21,,,37.5623333,-118.832,12:41:01,1933,06,22
"36km N of Dixon Lane-Meadow Creek, CA",4.58,,,37.7068333,-118.4003333,12:36:29,1933,06,22
"17 km NW of Yerington, Nevada",6.1,,,39.08,-119.33,20:45:27,1933,06,25
"11km E of San Miguel Is., CA",4.45,,,34.0335,-120.251,06:27:47,1933,06,26
"24km NW of Santa Cruz Is. (NW end), CA",4.42,,,34.2196667,-120.1231667,06:25:39,1933,06,26
"41 km NNW of Gabbs, Nevada",4.6,,,39.2,-118.15,20:57:14,1933,07,17
"5 km NW of Mina, Nevada",4.7,,,38.42,-118.16,03:07:00,1933,07,21
"7 km NW of Mina, Nevada",4.7,,,38.45,-118.16,02:55:00,1933,07,21
"8km WSW of Salton City, CA",4.42,,,33.284,-116.0361667,23:31:14,1933,08,05
"16km NNW of Ocotillo Wells, CA",4.64,,,33.2725,-116.1936667,03:32:32,1933,08,06
"70km SW of Maneadero, B.C., MX",4.09,,,31.2261667,-117.0211667,17:47:01,1933,09,27
"2km N of Signal Hill, CA",4.75,,,33.8218333,-118.1638333,09:10:18,1933,10,02
"75km SSE of Maneadero, B.C., MX",4.03,,,31.0966667,-116.2538333,16:10:10,1933,10,20
"1km SSE of Bell Gardens, CA",4.04,,,33.954,-118.1446667,07:00:45,1933,10,25
"28 km E of Gabbs, Nevada",5.5,,,38.9,-117.6,10:58:54,1933,10,27
"102km SE of Maneadero, B.C., MX",4.12,,,31.2011667,-115.6785,16:13:02,1933,10,29
"8km WNW of Calipatria, CA",4.04,,,33.1586667,-115.5848333,10:59:01,1933,10,30
"39km S of Maneadero, B.C., MX",4.12,,,31.3718333,-116.5248333,14:56:29,1933,11,07
"34km SSE of Hawthorne, NV",4.09,,,38.2428333,-118.4788333,01:10:13,1933,11,08
"42km SE of Maneadero, B.C., MX",4.43,,,31.4596667,-116.2403333,08:39:44,1933,11,29
"14km WNW of Delta, B.C., MX",4.02,,,32.3886667,-115.3315,04:36:57,1933,12,08
"58km WSW of Guadalupe, CA",4.1,,,34.7761667,-121.1566667,13:56:27,1933,12,12
"3 km SW of Los Gatos, California",5.0,,,37.2,-122.0,15:34:37,1933,12,13
"11km SSE of Estacion Coahuila, B.C., MX",4.21,,,32.1065,-114.9461667,21:05:33,1933,12,28
"60km WSW of Alberto Oviedo Mota, B.C., MX",4.12,,,31.9636667,-115.7236667,21:53:26,1934,01,04
"9 km NNW of Ejido Netzahualcóyotl, Mexico",4.5,,,32.7,-115.116,21:53:00,1934,01,04
"3km NNW of Upland, CA",4.3,,,34.1226667,-117.6621667,14:10:32,1934,01,09
"2 km NNE of Montclair, California",4.5,,,34.1,-117.683,14:10:00,1934,01,09
"11 km WSW of Huntington Beach, California",4.5,,,33.616,-118.116,21:17:00,1934,01,20
"27 km WSW of Mina, Nevada",5.4,,,38.3,-118.4,23:39:38,1934,01,30
"27 km WSW of Mina, Nevada",4.9,,,38.3,-118.4,21:04:23,1934,01,30
"27 km WSW of Mina, Nevada",4.5,,,38.3,-118.4,20:34:00,1934,01,30
"The 1934 Excelsior Mountains Earthquake, Nevada",6.3,,,38.28,-118.36,20:16:31,1934,01,30
"27 km WSW of Mina, Nevada",5.5,,,38.3,-118.4,19:23:29,1934,01,30
"27 km WSW of Mina, Nevada",4.6,,,38.3,-118.4,14:26:39,1934,01,31
"27 km WSW of Mina, Nevada",5.0,,,38.3,-118.4,03:54:49,1934,01,31
"27 km WSW of Mina, Nevada",5.0,,,38.3,-118.4,00:24:22,1934,01,31
"27 km WSW of Mina, Nevada",4.5,,,38.3,-118.4,18:34:44,1934,02,01
"27 km WSW of Mina, Nevada",4.5,,,38.3,-118.4,13:20:45,1934,02,01
"27 km WSW of Mina, Nevada",4.5,,,38.3,-118.4,12:10:23,1934,02,01
"27 km WSW of Mina, Nevada",5.4,,,38.3,-118.4,11:45:54,1934,02,01
"17 km NW of Mina, Nevada",5.2,,,38.5,-118.25,11:18:51,1934,02,01
"27 km WSW of Mina, Nevada",5.0,,,38.3,-118.4,11:00:54,1934,02,01
"27 km WSW of Mina, Nevada",4.5,,,38.3,-118.4,16:31:00,1934,02,03
"27 km WSW of Mina, Nevada",5.5,7.354,,38.3,-118.4,09:20:34,1934,02,09
"27 km WSW of Mina, Nevada",4.5,,,38.3,-118.4,13:13:46,1934,02,10
"27 km WSW of Mina, Nevada",4.7,,,38.3,-118.4,22:00:54,1934,02,12
"27 km WSW of Mina, Nevada",4.8,,,38.3,-118.4,01:54:53,1934,02,16
"27 km WSW of Mina, Nevada",4.8,,,38.3,-118.4,05:36:59,1934,02,20
"22km WNW of Westmorland, CA",4.62,,,33.1268333,-115.8256667,21:30:23,1934,03,02
"37 km N of Dyer, Nevada",4.7,,,38.0,-118.0,16:20:19,1934,03,13
"20 km ESE of Mina, Nevada",4.5,,,38.35,-117.88,10:40:57,1934,03,19
"45 km NNE of Beatty, Nevada",4.5,,,37.3,-116.6,09:37:00,1934,03,28
"12 km NW of Hiko, Nevada",4.9,,,37.67,-115.33,16:26:00,1934,03,30
"70 km NW of Rachel, Nevada",4.5,,,38.1,-116.3,00:11:48,1934,03,31
"37 km N of Dyer, Nevada",4.5,,,38.0,-118.0,08:05:00,1934,04,02
"112km SSW of Alberto Oviedo Mota, B.C., MX",4.05,,,31.2578333,-115.5053333,17:52:54,1934,04,03
"48 km W of Pioche, Nevada",5.0,,,38.0,-115.0,12:09:00,1934,04,15
"24 km SSE of Kingston, Nevada",4.5,,,39.0,-117.0,23:22:00,1934,04,21
"37 km N of Dyer, Nevada",4.6,,,38.0,-118.0,11:24:00,1934,04,22
"19km N of San Miguel, CA",4.27,,,35.9215,-120.7298333,22:52:24,1934,06,05
"14 km SE of Parkfield, California",4.0,,,35.8,-120.33,22:52:00,1934,06,05
"12km SW of Parkfield, CA",4.81,,,35.8176667,-120.524,21:49:17,1934,06,05
"3km NW of Cholame, CA",4.23,,,35.7363333,-120.3185,05:42:57,1934,06,08
"14 km SE of Parkfield, California",4.5,,,35.8,-120.33,05:42:00,1934,06,08
"11km NNE of San Miguel, CA",5.84,7.178,,35.8463333,-120.6663333,04:47:45,1934,06,08
"13km N of San Miguel, CA",5.09,,,35.8705,-120.6936667,04:30:20,1934,06,08
"14km ENE of San Miguel, CA",4.49,,,35.8131667,-120.5665,08:03:20,1934,06,10
"16km SSW of Parkfield, CA",4.2,,,35.7695,-120.5061667,19:26:16,1934,06,14
"14 km SE of Parkfield, California",4.5,,,35.8,-120.33,19:26:00,1934,06,14
"14km SW of Parkfield, CA",4.12,,,35.7965,-120.5208333,15:54:50,1934,06,14
"75km SE of Maneadero, B.C., MX",4.29,,,31.2308333,-116.012,15:01:27,1934,08,18
"3km NW of Fountain Valley, CA",4.06,,,33.7286667,-117.9745,21:26:44,1934,11,16
"52km ESE of Maneadero, B.C., MX",5.1,,,31.5008333,-116.0736667,08:18:29,1934,11,25
"5km NE of Carmel Valley Village, CA",4.06,,,36.5385,-121.7283333,16:06:56,1934,12,02
"34km SSW of King City, CA",4.53,,,35.943,-121.3161667,01:54:20,1934,12,03
"17 km SE of Hawthorne, Nevada",4.5,,,38.4,-118.5,06:17:46,1934,12,04
"27km SW of Lompoc, CA",4.65,,,34.45,-120.65,11:09:58,1934,12,17
"27km SW of Lompoc, CA",4.26,,,34.447,-120.6343333,03:09:12,1934,12,18
"14km N of San Miguel, CA",4.77,,,35.8806667,-120.7141667,16:26:00,1934,12,24
"29km SE of Estacion Coahuila, B.C., MX",4.48,,,32.0,-114.8,19:23:04,1934,12,30
"6km W of Delta, B.C., MX",4.1,,,32.3646667,-115.2596667,18:38:36,1934,12,30
"6km N of Estacion Coahuila, B.C., MX",4.44,,,32.25,-115.0,15:35:02,1934,12,30
"6km N of Estacion Coahuila, B.C., MX",4.48,,,32.25,-115.0,15:05:22,1934,12,30
"6km N of Estacion Coahuila, B.C., MX",4.64,,,32.25,-115.0,14:30:10,1934,12,30
"24km SSE of Estacion Coahuila, B.C., MX",6.33,7.828,,32.0,-114.9,13:52:02,1934,12,30
"7km W of Hermosillo, B.C., MX",4.06,,,32.5,-115.0,22:24:43,1934,12,31
"5km S of Alberto Oviedo Mota, B.C., MX",6.42,7.865,,32.18,-115.1755,18:45:43,1934,12,31
"20km N of San Miguel, CA",4.18,,,35.9328333,-120.658,04:04:58,1935,01,06
"43km ENE of Maneadero, B.C., MX",4.36,,,31.7941667,-116.1166667,02:24:42,1935,01,13
"21 km ENE of Mina, Nevada",4.6,,,38.5,-117.9,00:08:49,1935,01,21
"3km SW of Shafter, CA",4.05,,,35.4808333,-119.2958333,13:52:56,1935,01,23
"55km E of Maneadero, B.C., MX",4.02,,,31.6776667,-115.9838333,21:33:54,1935,02,24
"49km ESE of Estacion Coahuila, B.C., MX",4.36,,,31.9955,-114.5363333,08:19:40,1935,02,24
"53km SSE of Estacion Coahuila, B.C., MX",4.26,,,31.75,-114.8,01:51:42,1935,02,24
"49km SSE of Estacion Coahuila, B.C., MX",5.65,7.38,,31.784,-114.801,01:44:57,1935,02,24
"44km ESE of Maneadero, B.C., MX",4.18,,,31.5006667,-116.1733333,17:35:32,1935,02,26
"60km ESE of Maneadero, B.C., MX",4.08,,,31.5671667,-115.9625,00:00:55,1935,02,27
"56km E of Maneadero, B.C., MX",4.13,,,31.7836667,-115.9836667,23:10:16,1935,03,01
"58km WSW of Alberto Oviedo Mota, B.C., MX",4.09,,,31.9576667,-115.6925,04:21:13,1935,03,01
"56km E of Maneadero, B.C., MX",4.14,,,31.768,-115.9731667,05:35:16,1935,04,21
"37km WSW of Alberto Oviedo Mota, B.C., MX",4.32,,,32.1335,-115.5475,05:31:12,1935,04,21
"17km SE of Maneadero, B.C., MX",5.06,,,31.5938333,-116.4621667,20:08:09,1935,04,29
"2km SSW of Maneadero, B.C., MX",4.05,,,31.7048333,-116.5736667,18:25:50,1935,05,01
"20km SSW of Maneadero, B.C., MX",4.18,,,31.5503333,-116.6551667,00:07:24,1935,05,01
"28km N of Dixon Lane-Meadow Creek, CA",4.43,,,37.6388333,-118.3866667,03:24:45,1935,05,16
"14km NE of Trabuco Canyon, CA",4.44,,,33.7358333,-117.4693333,11:17:08,1935,06,19
"10km ENE of Bishop, CA",4.33,,,37.4123333,-118.2995,09:55:22,1935,06,19
"10 km WSW of Wilkerson, California",4.5,,,37.25,-118.5,09:55:00,1935,06,19
"0km S of Citrus, CA",4.57,,,34.1106667,-117.892,10:54:18,1935,07,13
"34km WNW of Cambria, CA",4.08,,,35.6385,-121.4428333,06:00:13,1935,07,28
"3km SSE of Loma Linda, CA",4.2,,,34.0233333,-117.2421667,06:47:11,1935,09,03
"6km SE of Mexicali, B.C., MX",4.58,,,32.6076667,-115.4303333,17:03:45,1935,09,08
"15km NE of Puebla, B.C., MX",4.52,,,32.659,-115.2458333,14:40:02,1935,09,08
"3km SW of Westmorland, CA",4.62,,,33.0186667,-115.6445,14:06:06,1935,10,11
"16km WNW of Morongo Valley, CA",4.19,,,34.099,-116.7398333,15:27:57,1935,10,24
"17km WNW of Morongo Valley, CA",4.61,,,34.1211667,-116.7383333,14:52:22,1935,10,24
"14km W of Morongo Valley, CA",4.51,,,34.0423333,-116.7286667,14:51:05,1935,10,24
"13km WNW of Morongo Valley, CA",4.88,,,34.1061667,-116.6993333,14:48:07,1935,10,24
"83km SW of Primo Tapia, B.C., MX",5.03,,,31.7313333,-117.5865,10:17:26,1935,10,29
"5km S of Anza, CA",4.83,,,33.5068333,-116.6666667,03:55:54,1935,11,04
"8km E of Holtville, CA",5.27,,,32.8111667,-115.2965,07:45:31,1935,12,20
"5km SE of Huntington Beach, CA",4.31,,,33.6638333,-117.9641667,17:15:48,1935,12,25
"6 km SSW of Huntington Beach, California",4.5,,,33.6,-118.016,17:15:00,1935,12,25
"23km NNW of Tecolots, B.C., MX",4.15,,,32.7363333,-115.1163333,03:54:49,1936,01,02
"28km NNW of Tecolots, B.C., MX",4.03,,,32.8118333,-115.0685,14:07:31,1936,01,03
"37 km W of Austin, Nevada",4.6,,,39.5,-117.5,05:29:11,1936,01,14
"37 km N of Dyer, Nevada",4.5,,,38.0,-118.0,18:32:00,1936,01,30
"1km WSW of Grand Terrace, CA",4.69,,,34.0308333,-117.3231667,22:20:42,1936,02,23
"4km WNW of Greenfield, CA",4.0,,,36.3313333,-121.2916667,01:54:58,1936,03,17
"25 km N of Gabbs, Nevada",4.5,,,39.1,-117.9,22:43:40,1936,03,26
"10km SW of Tecolots, B.C., MX",4.68,,,32.5,-115.05,22:53:30,1936,04,07
"12km WSW of Tecolots, B.C., MX",4.29,,,32.5226667,-115.1036667,18:41:14,1936,04,08
"12km WNW of Tecolots, B.C., MX",4.08,,,32.5941667,-115.109,05:36:33,1936,04,18
"78km SE of Maneadero, B.C., MX",4.66,,,31.1676667,-116.0495,08:50:31,1936,04,29
"11km SW of Salton City, CA",4.41,,,33.2156667,-116.0251667,11:47:27,1936,05,07
"21 km SSW of Salton City, California",4.5,,,33.133,-116.083,11:47:00,1936,05,07
"25km N of Dixon Lane-Meadow Creek, CA",4.78,,,37.6115,-118.4156667,17:40:13,1936,05,10
Central California,4.5,,,36.5,-121.17,19:55:00,1936,05,27
"37 km W of Kingston, Nevada",5.0,,,39.2,-117.5,16:29:00,1936,07,02
"3 km NE of Boulder City, Nevada",4.5,,,36.0,-114.8,11:48:00,1936,09,07
"14km NNE of Dixon Lane-Meadow Creek, CA",4.06,,,37.488,-118.331,18:49:46,1936,10,10
"21km WSW of Westmorland, CA",4.13,,,32.962,-115.8285,17:07:49,1936,10,12
"23km WSW of Westmorland, CA",4.02,,,32.991,-115.8665,13:56:31,1936,10,12
"38km WNW of San Miguel Is., CA",4.09,,,34.1018333,-120.7751667,15:30:36,1936,10,16
"44km WNW of San Miguel Is., CA",4.54,,,34.1851667,-120.807,18:02:15,1936,11,18
"10km ENE of Estacion Coahuila, B.C., MX",4.01,,,32.2413333,-114.9131667,08:31:44,1936,12,25
"6km N of Maneadero, B.C., MX",4.17,,,31.766,-116.575,12:46:26,1937,01,08
"14 km SE of Tres Pinos, California",4.5,,,36.7,-121.2,03:33:00,1937,02,17
"37 km N of Dyer, Nevada",4.5,,,38.0,-118.0,23:06:00,1937,02,19
"19 km WSW of Mina, Nevada",5.0,,,38.3,-118.3,09:09:10,1937,02,19
"8km NNW of Maneadero, B.C., MX",4.9,,,31.7801667,-116.5991667,01:29:17,1937,02,27
"2 km W of Boronda, California",4.5,,,36.7,-121.7,12:47:00,1937,03,05
"3 km SE of Piedmont, California",4.5,,,37.8,-122.2,10:31:12,1937,03,08
"45km NE of Mammoth Lakes, CA",4.02,,,37.9261667,-118.6243333,15:41:37,1937,03,09
"23km ESE of Anza, CA",4.03,,,33.473,-116.4473333,20:04:08,1937,03,25
"16km WSW of Oasis, CA",6.0,7.34,,33.4,-116.25,16:49:02,1937,03,25
"23km N of Borrego Springs, CA",4.45,,,33.4575,-116.4093333,07:42:19,1937,03,27
"12 km SE of Anza, California",4.5,,,33.466,-116.583,07:42:00,1937,03,27
"24 km SSE of Kingston, Nevada",4.5,,,39.0,-117.0,04:27:48,1937,04,25
"11 km NNW of Kirkwood, California",4.5,,,38.8,-120.1,03:24:00,1937,08,06
"53km NE of Mammoth Lakes, CA",4.6,,,38.0001667,-118.5861667,07:03:46,1937,08,19
"8km SSW of Lytle Creek, CA",4.43,,,34.1956667,-117.5371667,16:35:33,1937,09,01
"7km NNE of Rancho Cucamonga, CA",4.39,,,34.1806667,-117.5573333,13:48:08,1937,09,01
"3 km NNE of Chualar, California",4.5,,,36.6,-121.5,15:53:00,1937,10,27
"18km WSW of Vandenberg Air Force Base, CA",4.42,,,34.704,-120.711,04:12:52,1937,11,22
"40km W of San Miguel Is., CA",4.22,,,34.0043333,-120.7941667,15:28:12,1937,12,03
"15km WNW of Imperial, CA",4.16,,,32.8871667,-115.7196667,09:58:41,1937,12,15
"50km SW of Lompoc, CA",4.09,,,34.3501667,-120.8813333,11:57:11,1937,12,24
"14km N of Borrego Springs, CA",4.41,,,33.383,-116.382,00:29:22,1938,01,04
"12 km SE of Anza, California",4.5,,,33.466,-116.583,00:29:00,1938,01,04
"4km WNW of Twentynine Palms, CA",4.05,,,34.1596667,-116.1143333,07:39:25,1938,02,08
"2 km ESE of Pasatiempo, California",4.5,,,37.0,-122.0,20:00:14,1938,02,12
"12km NW of Twentynine Palms, CA",4.27,,,34.2163333,-116.1655,07:45:38,1938,02,15
"10km SSW of Ludlow, CA",4.07,,,34.638,-116.1936667,17:03:42,1938,03,31
"6km W of Tecolots, B.C., MX",4.81,,,32.5603333,-115.0473333,16:24:33,1938,04,12
"12km SE of Puebla, B.C., MX",4.84,,,32.48,-115.2715,19:29:44,1938,04,13
"14km SE of Puebla, B.C., MX",4.05,,,32.469,-115.2603333,03:47:18,1938,04,17
"28km SSE of San Clemente Is. (SE tip), CA",4.68,,,32.6,-118.2,06:07:26,1938,04,28
"14 km SSW of Greenfield, California",4.5,,,36.2,-121.3,10:32:00,1938,05,10
"8km ENE of Trabuco Canyon, CA",5.23,,,33.6993333,-117.5111667,08:34:55,1938,05,31
"2km NNE of Alberto Oviedo Mota, B.C., MX",4.19,,,32.2446667,-115.1655,14:38:33,1938,06,03
"3km S of Guadalupe Victoria, B.C., MX",4.38,,,32.2635,-115.1055,12:35:11,1938,06,06
"5km NNW of Alberto Oviedo Mota, B.C., MX",4.92,,,32.2728333,-115.1911667,02:42:41,1938,06,06
"14km ENE of Bombay Beach, CA",4.21,,,33.4,-115.6,10:40:00,1938,06,29
"5km NE of Trabuco Canyon, CA",4.27,,,33.6905,-117.545,18:06:55,1938,07,05
"14km W of Ocotillo Wells, CA",4.24,,,33.15,-116.283,18:06:18,1938,07,10
"7 km SW of Rachel, Nevada",4.5,,,37.6,-115.8,00:38:30,1938,07,28
"72 km N of Rachel, Nevada",4.5,,,38.3,-115.8,10:37:07,1938,07,31
"15km NE of Ludlow, CA",4.54,,,34.818,-116.047,07:39:44,1938,08,18
"4km NNE of San Pedro, CA",4.35,,,33.767,-118.277,03:18:14,1938,08,31
"2km E of Ridgecrest, CA",4.75,,,35.6223333,-117.659,14:23:05,1938,09,17
"5km NE of Greenfield, CA",4.9,,,36.3573333,-121.2121667,12:23:46,1938,09,27
"23km NE of Santa Cruz Is. (NW end), CA",4.07,,,34.1923333,-119.7265,18:45:15,1938,10,02
"57 km S of Eureka, Nevada",4.5,,,39.0,-116.0,13:53:20,1938,11,01
"16km NW of Shandon, CA",4.29,,,35.7578333,-120.497,15:30:45,1938,11,22
"5 km NW of Parkfield, California",4.5,,,35.93,-120.48,15:30:00,1938,11,22
"12 km NE of Milpitas, California",4.5,,,37.5,-121.8,16:17:00,1938,12,01
"41km NE of Dixon Lane-Meadow Creek, CA",4.11,,,37.686,-118.1518333,22:20:32,1938,12,03
"27km NW of West Bishop, CA",4.67,,,37.5393333,-118.666,18:41:19,1938,12,03
"32km NNE of Dixon Lane-Meadow Creek, CA",4.03,,,37.6445,-118.2655,17:57:55,1938,12,03
"32km E of Mammoth Lakes, CA",5.45,,,37.67,-118.6133333,17:42:49,1938,12,03
"26km NW of Searles Valley, CA",4.75,,,35.9518333,-117.5838333,20:21:49,1939,01,07
California-Nevada border region,5.5,,,39.0,-119.2,22:00:00,1939,01,11
"52km SE of Maneadero, B.C., MX",4.28,,,31.402,-116.166,04:59:11,1939,01,22
"9km WSW of Grapevine, CA",4.63,,,34.9016667,-119.0118333,09:18:46,1939,02,23
"11km NNW of Grapevine, CA",4.41,,,35.0331667,-118.9876667,08:45:50,1939,02,23
"12km E of Holtville, CA",4.11,,,32.7945,-115.2556667,13:50:55,1939,03,21
"17km NNE of Holtville, CA",4.0,,,32.9463333,-115.3005,02:59:13,1939,03,25
"57 km WSW of La Jolla, California",4.5,,,32.583,-117.8,07:41:00,1939,04,19
"24 km SSE of Kingston, Nevada",4.5,,,39.0,-117.0,21:59:00,1939,04,28
"38km E of Primo Tapia, B.C., MX",4.52,,,32.2251667,-116.508,23:57:56,1939,05,01
"70km WSW of Rosarito, B.C., MX",4.99,,,32.0263333,-117.6841667,23:53:09,1939,05,01
"74km SW of Rosarito, B.C., MX",4.32,,,31.8573333,-117.5806667,20:22:27,1939,05,01
"17km NNW of San Miguel, CA",4.18,,,35.8961667,-120.745,18:49:25,1939,05,02
"62km SW of Primo Tapia, B.C., MX",4.69,,,31.8268333,-117.377,23:58:08,1939,05,03
